SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,FISCAL_YEAR,STD_ITEM_CODE,STD_ITEM_NAME,AMOUNT,STD_REPORT_DATE
00131.HK,00131,卓能(集团),10007411,2011-06-30 00:00:00,001,6-30,004020999,非流动负债合计,543827919.56,2010-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2011-06-30 00:00:00,001,6-30,004025999,总负债,1066880308.28,2010-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2011-06-30 00:00:00,001,6-30,004027999,少数股东权益,69276440.86,2010-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2011-06-30 00:00:00,001,6-30,004028999,净资产,3351076824.74,2010-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2011-06-30 00:00:00,001,6-30,004030001,股本,33456904.22,2010-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2011-06-30 00:00:00,001,6-30,004030002,储备,3248343479.66,2010-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2011-06-30 00:00:00,001,6-30,004030999,股东权益,3281800383.88,2010-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2011-06-30 00:00:00,001,6-30,004036999,总权益,3351076824.74,2010-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2011-06-30 00:00:00,001,6-30,004037999,总权益及非流动负债,3894904744.3,2010-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2011-06-30 00:00:00,001,6-30,004039999,总权益及总负债,4417957133.02,2010-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004001002,物业厂房及设备,73709103.49,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004001003,投资物业,3104155545.8,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004001020,其他非流动资产,1266710.28,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004001026,贷款及垫款,94218.12,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004001997,非流动资产其他项目,828770.5,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004001999,非流动资产合计,3180054348.19,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004002002,发展中及待售物业,1251458285.63,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004002003,应收帐款,6029959.68,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004002006,应收关联方款项,1162023.48,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004002007,预缴及应收税项,121262.21,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004002010,现金及等价物,88330359.89,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004002013,指定以公允价值记账之金融资产(流动),85096410.16,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004002999,流动资产合计,1432198301.05,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004009999,总资产,4612252649.24,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004011001,应付帐款,35911934.35,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004011005,应付关联方款项(流动),209364876.1,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004011010,短期贷款,1162840909.43,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004011012,拨备(流动),2634617.8,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004011015,指定以公允价值记账之金融负债(流动),265206.56,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004011999,流动负债合计,1411017544.24,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004013999,净流动资产,21180756.81,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004015999,总资产减流动负债,3201235105.0,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004020001,长期贷款,38257791.06,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004020003,递延税项负债,331428812.51,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004020999,非流动负债合计,369686603.57,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004025999,总负债,1780704147.81,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004027999,少数股东权益,33371534.67,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004028999,净资产,2831548501.43,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004030001,股本,30243144.13,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004030002,储备,2767933822.63,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004030999,股东权益,2798176966.76,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004036999,总权益,2831548501.43,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004037999,总权益及非流动负债,3201235105.0,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2010-06-30 00:00:00,001,6-30,004039999,总权益及总负债,4612252649.24,2009-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004001002,物业厂房及设备,73602465.82,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004001003,投资物业,2917167009.77,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004001026,贷款及垫款,111072.78,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004001997,非流动资产其他项目,837453.5,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004001999,非流动资产合计,2991718001.87,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004002002,发展中及待售物业,1010387647.75,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004002003,应收帐款,13356061.03,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004002006,应收关联方款项,909738.96,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004002007,预缴及应收税项,231842.39,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004002010,现金及等价物,31666320.66,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004002013,指定以公允价值记账之金融资产(流动),134139775.51,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004002999,流动资产合计,1190691386.3,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004009999,总资产,4182409388.17,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004011001,应付帐款,55525811.64,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004011003,应付税项,3121497.73,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004011005,应付关联方款项(流动),211558384.7,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004011010,短期贷款,472500080.0,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004011999,流动负债合计,742705774.07,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004013999,净流动资产,447985612.23,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004015999,总资产减流动负债,3439703614.1,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004020001,长期贷款,576059579.81,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004020003,递延税项负债,313197912.17,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004020999,非流动负债合计,889257491.98,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004025999,总负债,1631963266.05,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004027999,少数股东权益,10520179.02,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004028999,净资产,2550446122.12,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004030001,股本,23934421.03,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004030002,储备,2515991522.07,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004030999,股东权益,2539925943.1,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004036999,总权益,2550446122.12,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004037999,总权益及非流动负债,3439703614.1,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2009-06-30 00:00:00,001,6-30,004039999,总权益及总负债,4182409388.17,2008-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004001002,物业厂房及设备,79235196.25,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004001003,投资物业,3337112165.01,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004001026,贷款及垫款,268146.85,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004001997,非流动资产其他项目,835211.5,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004001999,非流动资产合计,3417450719.61,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004002002,发展中及待售物业,966519935.35,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004002003,应收帐款,33975524.65,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004002006,应收关联方款项,643552.44,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004002007,预缴及应收税项,1891973.84,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004002010,现金及等价物,93417087.52,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004002013,指定以公允价值记账之金融资产(流动),193251236.87,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004002999,流动资产合计,1289699310.67,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004009999,总资产,4707150030.28,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004011001,应付帐款,50889876.28,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004011003,应付税项,6496187.13,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004011005,应付关联方款项(流动),210992008.3,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004011010,短期贷款,165788603.58,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004011999,流动负债合计,434166675.29,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004013999,净流动资产,855532635.38,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004015999,总资产减流动负债,4272983354.99,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004020001,长期贷款,885145718.49,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004020003,递延税项负债,371013256.68,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004020999,非流动负债合计,1256158975.17,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004025999,总负债,1690325650.46,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004027999,少数股东权益,59945327.28,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004028999,净资产,3016824379.82,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004030001,股本,23221517.21,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004030002,储备,2933657535.33,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004030999,股东权益,2956879052.54,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004036999,总权益,3016824379.82,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004037999,总权益及非流动负债,4272983354.99,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2008-06-30 00:00:00,001,6-30,004039999,总权益及总负债,4707150030.28,2007-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004001002,物业厂房及设备,2757438.8,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004001003,投资物业,3222651853.8,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004001026,贷款及垫款,488154.36,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004001997,非流动资产其他项目,925642.0,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004001999,非流动资产合计,3226823088.96,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004002002,发展中及待售物业,936916319.56,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004002003,应收帐款,5967955.0,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004002006,应收关联方款项,713231.52,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004002007,预缴及应收税项,620667.32,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004002010,现金及等价物,59986473.4,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004002013,指定以公允价值记账之金融资产(流动),2856823.52,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004002999,流动资产合计,1007061470.32,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004009999,总资产,4233884559.28,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004011001,应付帐款,52574516.88,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004011003,应付税项,6076108.96,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004011005,应付关联方款项(流动),233836656.4,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004011010,短期贷款,139891788.28,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004011999,流动负债合计,432379070.52,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004013999,净流动资产,574682399.8,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004015999,总资产减流动负债,3801505488.76,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004020001,长期贷款,704920229.2,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004020003,递延税项负债,361605457.56,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004020999,非流动负债合计,1066525686.76,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004025999,总负债,1498904757.28,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004027999,少数股东权益,59055959.6,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004028999,净资产,2734979802.0,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004030001,股本,21226432.6,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004030002,储备,2654697409.8,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004030999,股东权益,2675923842.4,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004036999,总权益,2734979802.0,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004037999,总权益及非流动负债,3801505488.76,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2007-06-30 00:00:00,001,6-30,004039999,总权益及总负债,4233884559.28,2006-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004001002,物业厂房及设备,2953405.98,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004001003,投资物业,2789190842.76,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004001019,其他投资,1029.42,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004001026,贷款及垫款,593975.34,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004001997,非流动资产其他项目,977949.0,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004001999,非流动资产合计,2793717202.5,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004002002,发展中及待售物业,874938028.86,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004002003,应收帐款,5098717.26,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004002007,预缴及应收税项,59706.36,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004002010,现金及等价物,4953569.04,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004002013,指定以公允价值记账之金融资产(流动),474562.62,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004002999,流动资产合计,885524584.14,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004009999,总资产,3679241786.64,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004011001,应付帐款,35819698.32,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004011003,应付税项,2269871.1,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004011010,短期贷款,443632666.68,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004011999,流动负债合计,481722236.1,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004013999,净流动资产,403802348.04,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004015999,总资产减流动负债,3197519550.54,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004020001,长期贷款,1188292447.44,2005-12-31 00:00:00
00131.HK,00131,卓能(集团),10007411,2006-06-30 00:00:00,001,6-30,004020003,递延税项负债,311826759.3,2005-12-31 00:00:00
